Name_bal,BSE Code_bal,NSE Code_bal,Industry_bal,Current Price_bal,Debt,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Gross block,Revaluation reserve,Accumulated depreciation,Net block,Capital work in progress,Investments,Current assets,Current liabilities,Book value of unquoted investments,Market value of quoted investments,Contingent liabilities,Total Assets,Working capital,Lease liabilities,Inventory,Trade receivables,Face value,Cash Equivalents,Advance from Customers,Trade Payables,Number of equity shares preceding year,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Capital work in progress preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 7Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back,Market Capitalization_bal,join_key,Name_rat,BSE Code_rat,NSE Code_rat,Industry_rat,Current Price_rat,Market Capitalization_rat,Price to Earning,Dividend yield,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Earnings yield,Pledged percentage,Industry PE,Enterprise Value,Number of equity shares,Book value,Inventory turnover ratio,Quick ratio,Exports percentage,Piotroski score,G Factor,Asset Turnover Ratio,Financial leverage,Number of Shareholders,Unpledged promoter holding,Return on invested capital,Debtor days,Industry PBV,Credit rating,Working Capital Days,Earning Power,Graham Number,Cash Conversion Cycle,Days Payable Outstanding,Days Receivable Outstanding,Days Inventory Outstanding,Public holding,FII holding,Change in FII holding,Change in DII holding,DII holding,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter,t_1_price,future_return,signal
Aananda Lakshmi,539096.0,__NA__,Construction,14.58,21.37,3.5,0.0,-21.94,0.0,25.32,13.35,7.2,0.0,4.88,1.8,0.0,0.0,11.29,8.78,0.0,0.0,42.1,13.35,2.51,0.0,1.18,2.58,10.0,0.06,1.1,3.39,0.35,25.32,-0.17,2.32,7.2,0.0,-4.14,-2.63,-6.91,3.99,31.56,41.88,39.51,28.23,6.94,19.72,22.56,5.1,539096.0___NA__,Aananda Lakshmi,539096.0,__NA__,Construction,14.58,5.1,0.86,0.0,,50.21,,,58.67,22.49,0.0,33.28,26.41,0.35,-52.7,0.17,1.15,0.0,8.0,1.0,0.18,-0.64,7072.0,58.67,137.82,448.43,2.89,,425.83,44.49,,448.43,,448.43,,41.32,0.0,0.0,0.0,0.02,-64.36,33.79,-7.18,,6857.0,13.08,-0.102880658436214,Sell
Aanchal Ispat,538812.0,__NA__,Steel - Medium / Small,6.14,84.11,20.85,0.0,-4.03,80.89,0.0,116.99,34.82,18.12,9.54,24.59,0.48,0.09,82.34,99.9,0.0,0.0,11.05,116.99,66.55,0.0,11.78,56.49,10.0,6.13,0.13,2.43,2.09,80.89,70.25,25.28,34.82,0.48,95.67,83.78,73.3,44.58,70.81,45.44,39.21,28.26,25.73,26.82,25.88,12.8,538812.0___NA__,Aanchal Ispat,538812.0,__NA__,Steel - Medium / Small,6.14,12.8,,0.0,0.76,-5.48,5.0,-31.23,32.09,-4.41,0.0,27.86,90.78,2.09,8.07,7.12,0.71,0.0,6.0,2.0,0.96,6.79,6332.0,32.09,-3.67,188.56,2.94,,201.68,-3.44,,222.86,8.91,188.56,43.22,67.9,0.0,0.0,0.0,0.0,11.13,-20.09,-19.25,-67.59,6478.0,5.98,-0.026058631921823984,Hold
Aarey Drugs,524412.0,AAREYDRUGS,Pharmaceuticals - Indian - Bulk Drugs,45.65,31.35,28.05,0.0,104.72,4.36,33.36,304.99,33.17,0.0,19.23,14.66,0.0,1.38,282.6,168.24,0.0,0.0,0.0,304.99,142.49,0.0,34.68,184.48,10.0,1.59,0.0,128.94,2.54,37.72,135.83,13.94,33.17,0.0,105.6,91.48,48.5,35.01,18.02,16.16,10.39,5.72,14.26,12.27,12.15,115.88,524412.0_AAREYDRUGS,Aarey Drugs,524412.0,AAREYDRUGS,Pharmaceuticals - Indian - Bulk Drugs,45.65,115.88,24.77,0.0,0.87,1.57,0.24,3.78,45.28,4.73,0.0,32.0,145.64,2.54,52.3,12.03,1.47,0.0,5.0,3.0,1.33,2.25,16843.0,45.28,3.93,170.2,3.4,,129.99,2.31,46.58,80.11,123.23,170.2,33.15,51.31,3.4,-0.43,0.0,0.0,45.34,6.38,1.41,3.33,15269.0,43.42,-0.04884994523548734,Hold
Aarnav Fashions,539562.0,__NA__,Textiles - Products,47.8,109.26,42.24,0.0,136.73,114.54,12.71,390.51,198.39,0.0,63.96,130.21,0.0,13.21,248.3,166.89,0.0,0.0,2.39,390.51,172.44,0.0,110.16,106.41,10.0,3.94,0.4,42.41,4.22,127.25,167.67,134.42,198.39,0.0,176.84,3.44,2.88,0.08,143.08,0.0,0.02,0.0,145.75,0.0,0.0,201.91,539562.0___NA__,Aarnav Fashions,539562.0,__NA__,Textiles - Products,47.85,202.12,35.97,0.0,1.12,1.39,0.61,3.2,72.44,6.41,0.0,31.14,307.44,4.22,42.37,2.13,0.83,0.2,8.0,3.0,0.88,2.26,33909.0,72.44,4.82,108.95,2.37,,172.52,5.05,35.62,211.78,64.37,108.95,167.19,27.55,0.0,0.0,0.0,0.0,40.86,3.98,0.1,0.25,35709.0,48.81,0.02112970711297082,Hold
Aaron Industries,-1.0,AARON,Engineering,263.2,31.57,10.47,0.0,25.37,9.58,1.79,74.68,22.3,0.0,3.39,24.35,26.9,0.0,23.2,15.76,0.0,0.0,0.1,74.68,17.35,0.0,16.4,3.53,10.0,2.56,1.36,2.66,1.0,11.37,13.4,18.92,22.3,0.41,6.25,5.01,1.51,,7.07,5.27,1.33,,12.88,8.71,0.12,275.65,-1.0_AARON,Aaron Industries,-1.0,AARON,Engineering,263.2,275.65,43.55,0.39,7.7,11.16,0.88,22.48,73.06,3.27,0.0,43.13,304.66,1.05,34.22,2.71,0.43,0.0,3.0,5.0,1.11,1.58,12497.0,73.06,17.57,20.38,5.46,,85.38,13.18,68.22,139.98,23.16,20.38,142.76,26.94,0.0,0.0,0.0,0.0,20.39,29.71,15.78,29.69,11826.0,258.78,-0.016793313069908875,Hold
Aartech Solonics,542580.0,AARTECH,Electric Equipment,200.4,4.2,10.59,0.0,18.94,2.66,0.0,41.12,8.66,0.0,3.56,4.58,0.0,14.49,30.1,11.13,0.0,0.37,3.46,41.12,23.11,0.1,7.74,9.48,10.0,2.34,0.01,5.5,1.06,2.66,15.31,5.1,8.66,0.0,8.85,11.39,,,1.11,1.1,,,5.01,5.06,,212.22,542580.0_AARTECH,Aartech Solonics,542580.0,AARTECH,Electric Equipment,200.4,212.22,163.25,0.25,7.19,3.4,0.14,4.46,52.68,1.41,0.0,58.82,214.08,1.06,27.88,3.33,2.01,0.0,6.0,3.0,0.84,1.32,4734.0,52.68,5.59,105.69,8.34,,231.55,7.42,27.75,143.82,93.63,105.69,131.77,45.92,0.01,0.01,1.39,1.39,27.13,6.9,3.99,4.88,4227.0,215.23,0.07400199600798395,Buy
Aarti Drugs,524348.0,AARTIDRUGS,Pharmaceuticals - Indian - Bulk Drugs,524.3,564.28,91.94,0.0,1189.61,507.15,101.76,2432.36,1204.97,0.0,528.74,846.74,225.23,19.97,1320.72,795.55,0.0,0.0,191.39,2432.36,813.21,1.86,485.89,704.55,10.0,9.43,0.0,425.49,9.26,608.91,963.2,676.23,1204.97,210.35,661.06,456.56,320.52,,350.76,507.21,479.5,,665.4,624.86,581.09,4820.13,524348.0_AARTIDRUGS,Aarti Drugs,524348.0,AARTIDRUGS,Pharmaceuticals - Indian - Bulk Drugs,524.6,4822.89,28.11,0.2,3.76,7.07,0.44,13.86,57.13,5.18,0.0,32.0,5377.74,9.19,139.4,3.35,1.05,0.0,7.0,1.0,1.04,1.89,157547.0,57.13,11.81,101.7,3.4,,116.03,11.06,241.83,114.84,92.57,101.7,105.71,34.3,2.56,0.46,0.73,5.99,128.77,15.46,7.19,14.92,170414.0,551.94,0.052717909593744235,Buy
Aarti Industries,524208.0,AARTIIND,Chemicals,694.75,3242.0,181.0,0.0,5109.0,2470.57,436.74,9616.0,6306.26,0.0,1445.31,5826.0,1052.0,23.0,2469.0,2577.0,0.0,0.0,461.43,9616.0,1561.0,58.0,1160.0,826.0,5.0,130.0,66.71,521.0,36.25,2907.31,1923.3,4860.95,6306.26,1096.22,1191.53,1935.77,836.08,724.37,2856.96,2401.08,1563.85,1038.93,3592.58,2146.67,1697.02,25185.0,524208.0_AARTIIND,Aarti Industries,524208.0,AARTIIND,Chemicals,693.85,25152.37,60.46,0.36,4.75,4.57,0.61,8.15,43.43,2.17,3.68,39.79,28264.37,36.25,145.93,3.54,0.51,53.98,6.0,2.0,0.7,1.72,377953.0,41.83,8.2,47.31,3.67,,81.97,6.3,194.11,107.43,49.01,47.31,109.12,28.38,10.93,0.1,1.42,17.24,135.73,10.44,6.63,11.55,418123.0,670.89,-0.03434328895286076,Hold
Aarti Pharma,543748.0,AARTIPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln,608.1,285.25,45.31,0.0,1711.73,193.43,21.88,2582.1,1431.25,0.0,505.41,1091.74,78.5,107.17,1345.64,694.38,0.0,0.0,0.01,2582.1,919.81,21.15,642.86,519.34,5.0,24.06,0.0,378.32,9.06,215.31,740.23,925.84,1431.25,101.87,0.25,,,,0.02,,,,0.0,,,5510.96,543748.0_AARTIPHARM,Aarti Pharma,543748.0,AARTIPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln,608.0,5510.05,25.41,0.33,3.14,9.01,0.16,13.08,46.46,5.48,0.0,34.7,5771.24,9.06,193.88,1.64,1.01,0.0,5.0,3.0,0.77,1.37,204122.0,46.46,11.4,102.32,3.58,,176.48,12.3,323.12,196.92,135.28,102.32,229.88,35.24,8.33,0.16,0.06,9.97,171.97,16.12,9.08,13.16,215796.0,672.34,0.10564051965137314,Buy
Aarti Surfactant,543210.0,AARTISURF,Chemicals,682.35,99.21,8.47,20.87,210.78,128.26,0.0,423.41,294.47,0.0,90.5,206.41,5.79,5.25,199.37,129.18,0.0,0.0,11.62,423.41,119.8,1.98,99.21,70.11,10.0,6.22,5.41,67.27,0.85,128.26,114.2,203.97,294.47,6.58,82.38,64.99,,,132.52,96.65,,,186.74,137.87,,577.17,543210.0_AARTISURF,Aarti Surfactant,543210.0,AARTISURF,Chemicals,682.35,577.17,25.9,0.0,2.62,5.39,0.45,11.5,49.81,7.11,0.0,39.79,670.16,0.85,259.21,5.06,0.78,29.38,8.0,5.0,1.43,1.88,43091.0,49.81,9.72,43.38,3.67,,70.28,11.14,391.86,69.49,54.98,43.38,81.09,50.1,0.09,0.05,-0.01,0.0,197.79,10.6,3.16,8.36,41711.0,690.61,0.012105224591485294,Hold
Aarvee Denims,514274.0,AARVEEDEN,Textiles - Cotton/Blended,28.21,277.65,23.46,0.0,-6.26,283.03,113.5,438.49,560.04,0.0,357.69,72.38,0.0,0.0,282.81,275.95,0.0,0.0,29.75,438.49,140.35,0.0,89.57,99.73,10.0,2.22,6.6,51.91,2.35,396.53,190.67,202.35,560.04,1.44,282.76,346.0,258.01,249.76,432.69,434.22,355.15,395.65,273.64,388.97,374.67,66.18,514274.0_AARVEEDEN,Aarvee Denims,514274.0,AARVEEDEN,Textiles - Cotton/Blended,28.21,66.18,,0.0,3.86,-9.24,16.14,-113.54,65.8,-10.67,51.0,26.01,341.61,2.35,7.33,0.77,0.7,0.0,6.0,1.0,0.18,28.09,11439.0,32.24,-10.44,429.62,1.46,,595.04,-8.28,,599.76,234.52,429.62,404.67,32.1,0.0,0.0,0.0,2.1,26.17,-10.54,-11.56,-71.18,10566.0,23.94,-0.15136476426799006,Sell
Aarvi Encon,-1.0,AARVI,Miscellaneous,139.79,9.75,14.78,0.0,101.92,3.4,0.0,171.02,17.85,0.0,7.75,9.65,0.0,0.4,134.55,52.56,0.0,0.0,15.44,171.02,91.74,0.0,0.0,82.97,10.0,23.33,0.0,7.96,1.48,3.4,66.83,10.1,17.85,0.0,53.82,34.11,26.63,20.44,3.54,8.14,14.51,11.17,10.21,12.39,7.31,206.68,-1.0_AARVI,Aarvi Encon,-1.0,AARVI,Miscellaneous,139.27,205.91,18.15,1.44,1.77,6.89,0.08,10.09,73.54,6.98,0.0,34.07,192.33,1.48,78.94,,2.56,0.0,4.0,1.0,2.47,1.41,10663.0,73.54,12.54,74.56,3.2,,61.48,7.93,116.72,74.56,,74.56,,26.46,0.0,0.0,0.0,0.0,73.09,17.52,9.94,15.05,11262.0,134.39,-0.03862937263037418,Hold
Aashka Hospitals,543346.0,__NA__,Healthcare,117.15,20.39,23.37,0.0,72.91,12.89,16.3,121.45,65.86,0.0,20.39,43.23,0.0,0.0,10.49,16.23,0.0,0.0,0.0,121.45,6.38,0.0,0.37,4.82,10.0,1.98,0.0,2.0,2.34,29.19,9.77,45.47,65.86,0.05,6.35,-4.66,,,27.87,32.99,,,49.49,46.36,,274.12,543346.0___NA__,Aashka Hospitals,543346.0,__NA__,Healthcare,117.15,274.12,116.14,0.0,2.84,1.84,0.21,2.51,61.28,2.06,0.0,42.74,292.53,2.34,41.15,6.92,0.62,0.0,7.0,1.0,0.18,1.36,1641.0,61.28,8.61,109.48,5.67,,107.09,4.73,30.56,-177.77,339.96,109.48,52.71,38.71,0.0,0.0,0.0,0.0,40.14,0.42,-2.0,-2.7,2066.0,118.51,0.011609048228766534,Hold
AastamangalamFin,511764.0,__NA__,Finance & Investments,44.23,40.22,8.91,0.0,28.77,0.0,36.14,80.56,0.09,0.0,0.04,0.03,0.0,0.0,6.68,2.6,0.0,0.0,0.07,80.56,4.08,0.0,0.0,0.0,10.0,6.2,0.0,0.0,0.43,36.14,17.54,0.05,0.09,0.0,-0.09,2.83,3.2,4.59,0.0,0.0,0.0,0.0,0.01,0.01,0.0,39.41,511764.0___NA__,AastamangalamFin,511764.0,__NA__,Finance & Investments,44.23,39.41,10.95,0.0,1.05,5.1,1.07,11.75,27.6,8.78,0.0,23.18,73.43,0.89,42.29,,2.57,0.0,4.0,6.0,0.1,1.87,6138.0,27.6,116.73,0.0,1.78,,-110.07,7.96,62.01,0.0,,0.0,,72.4,0.0,0.0,0.0,0.0,55.12,8.37,3.85,7.7,6071.0,42.53,-0.03843545105132254,Hold
Aatmaj Health,-1.0,AATMAJ,Healthcare,26.25,5.48,8.1,0.0,38.18,10.69,1.0,57.68,13.58,0.0,2.41,18.18,0.0,0.0,39.51,6.15,0.0,0.0,0.0,57.68,37.6,0.0,0.64,20.62,5.0,10.81,0.0,1.32,1.62,11.69,15.38,11.17,13.58,0.0,-0.36,,,,4.33,,,,8.21,,,59.33,-1.0_AATMAJ,Aatmaj Health,-1.0,AATMAJ,Healthcare,26.25,59.33,67.42,0.0,1.2,2.84,0.11,6.21,63.72,4.8,0.0,42.74,54.0,2.26,21.89,6.15,6.32,0.0,1.0,1.0,0.51,2.19,1537.0,63.72,6.41,413.47,5.67,,349.23,4.49,13.85,158.26,314.55,413.47,59.35,36.28,0.0,0.0,0.0,0.0,,46.64,24.38,52.65,1772.0,26.26,0.0003809523809524405,Hold
AAVAS Financiers,541988.0,AAVAS,Finance - Housing,1870.35,12398.31,79.14,0.0,3694.18,9233.24,654.04,16519.45,187.87,0.0,109.51,127.2,0.0,182.16,2188.14,240.77,125.72,0.0,0.0,16519.45,1947.37,61.81,0.0,12.22,10.0,1797.82,0.0,30.94,7.9,9887.28,1509.03,78.37,187.87,20.37,1221.19,781.06,103.63,-31.22,6377.72,3653.25,1793.39,354.4,58.26,22.82,10.17,14801.89,541988.0_AAVAS,AAVAS Financiers,541988.0,AAVAS,Finance - Housing,1866.65,14772.61,30.1,0.0,3.91,3.28,3.29,13.93,26.47,5.75,0.0,20.22,25373.1,7.91,476.79,,9.09,0.0,3.0,4.0,0.13,3.97,151680.0,26.47,9.91,2.21,2.8,,27.06,8.79,815.57,2.21,,2.21,,14.76,34.8,2.48,8.7,23.99,413.68,9.51,3.52,14.14,132644.0,1812.99,-0.030668056780816372,Hold
Aayush Food&Herb,539528.0,__NA__,Trading,299.0,0.0,3.25,0.0,1.67,0.0,0.0,5.02,0.3,0.0,0.1,0.01,0.0,0.0,0.56,0.1,0.0,0.0,0.0,5.02,0.46,0.0,0.0,0.02,10.0,0.05,0.0,0.0,0.32,0.0,4.2,0.2,0.3,0.0,8.19,5.69,4.98,0.09,2.2,0.83,0.95,0.0,0.82,0.84,0.2,97.02,539528.0___NA__,Aayush Food&Herb,539528.0,__NA__,Trading,299.0,97.02,170.22,0.0,19.71,11.99,0.0,12.22,0.0,0.6,0.0,34.16,96.97,0.32,15.16,,5.6,0.0,6.0,2.0,0.13,0.97,2069.0,0.0,121.28,12.17,3.16,,249.42,11.75,24.48,12.17,,12.17,,100.0,0.0,0.0,0.0,0.0,13.59,-5.1,-5.25,-8.95,2133.0,328.47,0.09856187290969909,Buy
AB Cotspin,-1.0,ABCOTS,Textiles - Cotton/Blended,259.0,121.67,10.49,0.0,57.98,87.56,10.54,198.05,91.05,0.0,13.71,72.08,0.0,0.96,118.68,82.12,0.0,0.0,2.27,198.05,113.23,0.0,64.83,38.16,10.0,0.05,0.0,0.81,1.03,98.1,60.11,77.34,91.05,0.0,33.62,23.31,13.71,,36.09,33.94,28.42,,24.85,24.1,29.84,266.57,-1.0_ABCOTS,AB Cotspin,-1.0,ABCOTS,Textiles - Cotton/Blended,259.0,266.57,39.79,0.0,3.89,4.48,1.78,15.74,34.91,4.58,0.0,26.01,388.19,1.03,66.53,4.49,0.66,0.0,5.0,3.0,1.71,3.51,164.0,34.91,10.26,19.21,1.46,,84.8,8.98,98.71,97.9,2.67,19.21,81.36,65.09,0.0,0.0,0.0,0.0,41.37,5.79,1.66,4.74,171.0,271.38,0.04779922779922778,Hold
Aban Offshore,523204.0,ABAN,Oil Drilling / Allied Services,65.5,15307.87,11.67,0.0,-23883.59,14834.65,300.19,1515.04,3016.3,0.0,2323.36,669.08,0.0,21.98,566.01,25386.45,0.0,0.0,1481.06,1515.04,-9512.57,0.0,112.07,138.64,2.0,43.51,0.0,389.19,5.84,15134.84,-8143.27,692.95,3016.3,0.0,-20147.6,-16109.24,-1213.23,-2398.37,15185.04,14351.32,14005.13,14560.88,3191.11,11261.99,16202.82,382.29,523204.0_ABAN,Aban Offshore,523204.0,ABAN,Oil Drilling / Allied Services,65.5,382.29,,0.0,,-80.97,,,46.0,-1.3,19.37,19.71,15646.65,5.84,-4090.09,0.45,0.02,0.0,3.0,2.0,0.25,-0.07,101568.0,37.09,,126.61,1.4,,-8727.12,-13.43,,-2045.36,3050.34,126.61,878.37,51.87,0.43,0.34,0.0,1.71,-3820.21,,-50.3,,102027.0,66.0,0.007633587786259542,Hold
ABans Enterprise,512165.0,__NA__,Trading,132.2,155.03,13.95,0.0,171.58,19.94,70.38,445.13,8.71,0.0,5.92,3.4,0.0,117.25,387.54,228.91,0.0,10.05,36.65,445.13,288.86,0.0,99.36,180.44,10.0,16.58,0.0,93.14,1.39,90.32,262.89,2.78,8.71,0.0,248.03,,,,69.79,,,,12.98,,,184.42,512165.0___NA__,ABans Enterprise,512165.0,__NA__,Trading,132.2,184.42,19.87,0.08,0.99,2.58,0.84,5.14,74.56,10.24,0.0,34.16,322.87,1.39,133.0,17.02,1.26,0.0,5.0,4.0,4.69,2.03,1647.0,74.56,5.25,37.19,3.16,,56.12,7.42,141.09,38.51,19.7,37.19,21.01,15.61,9.83,0.0,0.0,0.0,125.7,8.09,5.66,8.88,1549.0,120.1,-0.09152798789712553,Sell
Abans Holdings,543712.0,AHL,Finance & Investments,486.05,928.97,10.03,2.43,920.8,343.79,95.13,2897.39,28.07,0.0,8.82,20.61,0.0,1007.13,2685.12,1678.2,161.86,516.02,122.91,2897.39,1733.03,0.03,55.84,221.02,2.0,288.76,8.82,144.64,5.01,438.92,757.15,19.25,28.07,0.0,851.64,767.06,,,267.54,383.52,,,20.38,27.05,,2437.34,543712.0_AHL,Abans Holdings,543712.0,AHL,Finance & Investments,487.3,2443.61,29.88,0.0,2.63,3.75,1.0,9.3,72.09,5.11,12.12,23.18,3083.82,5.01,185.62,19.61,1.57,0.0,5.0,1.0,0.58,2.56,12871.0,63.35,7.7,58.53,1.78,,382.46,5.22,260.95,30.28,46.02,58.53,17.77,16.45,11.47,-0.11,0.0,0.0,164.89,7.91,4.58,8.9,13193.0,439.43,-0.09591605801872236,Sell
Abate As Indust,531658.0,__NA__,Trading,28.7,1.22,5.02,0.0,-5.92,0.0,0.62,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.23,1.23,0.0,0.0,0.0,0.33,0.22,0.0,0.0,0.0,10.0,0.08,0.0,0.0,0.5,0.62,0.52,0.0,0.0,0.0,0.73,0.31,0.37,4.05,0.12,0.0,0.01,0.0,0.0,0.01,0.02,14.41,531658.0___NA__,Abate As Indust,531658.0,__NA__,Trading,28.7,14.41,,0.0,,-189.58,62.0,,31.87,-5.85,0.0,34.16,15.55,0.5,-1.79,,0.19,,3.0,1.0,0.0,-0.53,1028.0,31.87,-413.64,,3.16,,,-275.76,,,,,,68.13,0.0,0.0,0.0,0.0,0.02,-57.85,-56.0,-184.21,1050.0,27.02,-0.05853658536585365,Sell
Abbott India,500488.0,ABBOTINDIA,Pharmaceuticals - Multinational,27720.0,83.23,21.25,0.0,3677.64,0.0,113.17,5193.49,366.93,0.0,130.02,224.94,10.11,0.0,3245.84,1342.72,0.0,0.0,87.46,5193.49,1949.59,83.23,619.58,319.11,10.0,2134.49,0.0,1002.69,2.12,113.17,1864.77,236.91,366.93,3.66,2491.45,1904.09,1261.38,690.36,152.58,0.0,0.0,0.0,250.78,104.96,109.6,58905.01,500488.0_ABBOTINDIA,Abbott India,500488.0,ABBOTINDIA,Pharmaceuticals - Multinational,27674.35,58808.0,48.95,1.46,15.9,24.64,0.02,34.88,74.99,2.88,0.0,44.02,56756.74,2.12,1740.71,5.08,1.96,1.31,8.0,5.0,1.2,1.32,69382.0,74.99,55.67,19.91,12.56,,-11.54,31.39,4705.37,-23.5,113.64,19.91,70.22,15.92,0.18,0.0,0.18,8.91,1500.54,41.13,21.63,31.61,72252.0,32021.78,0.15518686868686865,Buy
ABC Gas (Int.),513119.0,__NA__,Trading,91.58,0.0,1.98,0.0,1.98,0.11,0.46,4.03,0.38,0.05,0.19,0.02,0.0,0.0,4.01,0.07,0.08,0.0,0.25,4.03,3.94,0.0,0.27,0.0,10.0,3.7,0.0,0.06,0.2,0.57,3.95,0.19,0.38,0.0,2.65,2.79,3.28,3.36,1.52,1.02,1.67,1.54,0.16,0.22,0.28,18.13,513119.0___NA__,ABC Gas (Int.),513119.0,__NA__,Trading,91.58,18.13,,0.0,4.58,-13.12,0.0,-14.79,1.21,-3.88,0.0,34.16,14.43,0.2,20.0,0.23,53.43,0.0,6.0,4.0,0.0,1.1,6545.0,1.21,-11.42,0.0,3.16,,8760.0,-13.9,21.85,1095.0,312.86,0.0,1407.86,98.79,0.0,0.0,0.0,0.0,18.94,-1.31,-1.66,-3.7,6483.0,90.9,-0.007425202009172228,Hold
ABC India,520123.0,__NA__,Miscellaneous,112.3,20.66,5.41,0.0,39.79,19.47,1.28,98.63,10.33,0.0,3.83,11.73,0.0,25.57,74.06,45.83,0.0,0.0,5.96,98.63,44.54,0.82,0.75,26.54,10.0,2.86,0.23,25.66,0.54,20.75,32.55,6.49,10.33,0.0,17.57,20.77,26.62,54.97,17.96,17.37,32.83,65.51,12.76,12.24,24.21,60.83,520123.0___NA__,ABC India,520123.0,__NA__,Miscellaneous,112.3,60.83,27.65,0.45,1.36,2.36,0.46,5.07,64.69,6.52,0.0,38.47,78.63,0.54,83.44,78.57,1.6,0.0,7.0,2.0,1.76,2.06,5843.0,64.69,6.86,58.86,3.17,,92.43,5.26,88.89,-82.26,145.37,58.86,4.25,35.31,0.0,0.0,0.0,0.0,76.72,7.64,2.78,6.16,5623.0,106.04,-0.055743544078361455,Sell
Abhinav Capital,532057.0,__NA__,Finance & Investments,207.75,37.5,6.92,0.0,70.14,0.0,0.0,122.25,0.38,0.0,0.36,0.02,0.0,48.44,122.22,37.55,0.0,0.0,0.11,122.25,122.17,0.0,0.0,0.0,10.0,51.14,0.0,0.05,0.69,0.0,22.03,0.02,0.38,0.0,0.17,0.07,15.8,10.87,0.01,14.8,0.0,0.0,0.02,0.03,0.06,143.86,532057.0___NA__,Abhinav Capital,532057.0,__NA__,Finance & Investments,207.7,143.83,15.54,0.0,1.87,9.87,0.49,13.47,71.48,10.92,0.0,23.18,130.19,0.69,111.28,,3.25,0.0,5.0,5.0,0.16,1.22,1223.0,71.48,9.9,0.0,1.78,,1695.61,11.63,182.99,0.0,,0.0,,28.51,0.0,0.0,0.0,0.0,87.23,23.2,16.49,18.11,1157.0,199.03,-0.04197352587244284,Hold
Abhinav Leasing,538952.0,__NA__,Finance & Investments,2.7,30.05,5.0,0.0,0.85,0.0,0.0,44.72,0.53,0.0,0.39,0.1,0.0,0.66,10.13,8.81,0.0,0.0,0.0,44.72,1.32,0.0,8.21,0.12,1.0,1.42,0.0,0.0,5.0,0.0,-18.18,0.15,0.53,0.0,-5.84,3.47,0.57,1.79,0.0,0.0,1.0,0.0,0.02,0.04,0.06,13.5,538952.0___NA__,Abhinav Leasing,538952.0,__NA__,Finance & Investments,2.74,13.7,80.58,0.0,2.37,0.32,5.14,2.97,3.66,4.96,0.0,23.18,42.33,5.0,1.17,4.44,0.22,0.0,5.0,5.0,0.63,9.21,9727.0,3.66,112.43,1.3,1.78,,-1.08,4.56,0.95,97.53,0.0,1.3,96.23,96.35,0.0,0.0,0.0,0.0,1.12,47.46,0.2,1.78,7284.0,2.34,-0.13333333333333344,Sell
Abhishek Finle.,538935.0,__NA__,Finance & Investments,37.0,0.01,4.26,0.0,0.16,0.0,0.07,4.81,0.61,0.0,0.51,0.07,0.0,0.14,2.7,0.37,0.19,0.0,0.0,4.81,2.33,0.0,0.68,0.03,10.0,2.0,0.0,0.0,0.43,0.07,2.03,0.1,0.61,0.0,1.49,1.46,3.4,3.36,0.07,0.01,0.01,0.01,0.04,0.07,0.12,15.78,538935.0___NA__,Abhishek Finle.,538935.0,__NA__,Finance & Investments,37.0,15.78,75.14,0.0,3.57,4.45,0.0,4.86,72.74,1.96,0.0,23.18,13.79,0.43,10.37,0.65,5.46,0.0,8.0,5.0,0.2,1.07,947.0,72.74,8.32,11.53,1.78,,126.79,5.61,9.64,575.62,0.0,11.53,564.09,27.26,0.0,0.0,0.0,0.0,9.87,3.33,1.96,2.17,951.0,36.9,-0.002702702702702741,Hold
Abhishek Infra.,539544.0,__NA__,Construction,7.14,1.21,5.05,0.0,-0.97,0.0,1.08,7.77,0.13,0.0,0.12,0.0,0.0,0.14,7.32,2.49,0.0,0.0,0.0,7.77,4.83,0.0,0.0,4.22,10.0,0.08,2.16,0.26,0.5,1.08,4.97,0.0,0.13,0.0,2.96,,,,0.0,,,,0.0,,,3.6,539544.0___NA__,Abhishek Infra.,539544.0,__NA__,Construction,7.14,3.6,,0.0,0.88,-3.31,0.3,-6.18,26.41,-5.56,0.0,36.76,4.73,0.5,8.08,,2.94,0.0,1.0,3.0,0.0,1.93,2774.0,26.41,-5.38,,3.11,,,-3.35,,,,,,73.58,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,2709.0,6.26,-0.12324929971988795,Sell
